9203;# doc = hse_day.2.txt;;;;;;;;;;;;;;;;
9204;# speaker = Катя;;;;;;;;;;;;;;;;
9205;# sent = 760;;;;;;;;;;;;;;;;
9673;;не;НЕ;PART;;; , я _не_ буду матом говорить;е;н;;;;;PART;НЕ;PART;Е
9674;;буду;БЫТЬ;V ipf fut sg indic - 1p;;;, я не _буду_ матом говорить .;у;д;у;б;;;V;БЫТЬ;V ipf praes sg indic - 1p;Ь
9675;;матом;МАТ;S m inan ins sg;;;я не буду _матом_ говорить . ;м;о;т;а;м;;S;МАТ;S m inan ins sg;Т
9676;;говорить;ГОВОРИТЬ;V ipf - - inf - -;;;не буду матом _говорить_ .  ;ь;т;и;р;о;в;V;ГОВОРИТЬ;V ipf - - inf - -;Ь
9677;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
9678;;;;;;;;;;;;;;;;;
9679;# sent = 787;;;;;;;;;;;;;;;;
9680;;В;В;PR;;;.   _В_ общем , пр;в;;;;;;PR;В;PR;В
9681;;общем;ОБЩИЙ;A - loc sg plen m -;;;  В _общем_ , пр ...;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;Й
9682;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9683;;пр;ПР;NONLEX;;;В общем , _пр_ ... просто ;р;п;;;;;NONLEX;ПР;NONLEX;Р
9684;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
9685;;просто;ПРОСТО;ADV -;;;, пр ... _просто_  оч ;о;т;с;о;р;п;ADV;ПРОСТО;ADV -;О
9686;"<distinct form=""";;;;;;;;;;;;;;;;
9687;<dist>;оч;;;;;;;;;;;;;;;
9688;""">";;;;;;;;;;;;;;;;
9689;;очень;ОЧЕНЬ;ADV -;;; оч  _очень_  странная девочка;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
9690;</distinct>;;;;;;;;;;;;;;;;
9691;;странная;СТРАННЫЙ;A - nom sg plen f -;;; очень  _странная_ девочка . ;я;а;н;н;а;р;A;СТРАННЫЙ;A - nom sg plen f -;Й
9692;;девочка;ДЕВОЧКА;S f anim nom sg;;;очень  странная _девочка_ .  смеется;а;к;ч;о;в;е;S;ДЕВОЧКА;S f anim nom sg;А
9693;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
9694;"<span class=""note"">";;;;;;;;;;;;;;;;
9695;<note>;смеется;;;;;;;;;;;;;;;
9696;</span>;;;;;;;;;;;;;;;;
9697;;;;;;;;;;;;;;;;;
9698;# sent = 788;;;;;;;;;;;;;;;;
9699;# speaker = Катя;;;;;;;;;;;;;;;;
9700;# sent = 789;;;;;;;;;;;;;;;;
9701;;Ээ;ЭЭ;INTJ;;;   _Ээ_ потом был один;э;э;;;;;NONLEX;ЭЭ;NONLEX;Э
9702;;потом;ПОТОМ;ADVPRO;;;  Ээ _потом_ был один пацан;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
9703;;был;БЫТЬ;V ipf praet sg indic m -;;; Ээ потом _был_ один пацан -;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
9704;;один;ОДИН;ANUM - nom sg plen m -;;;Ээ потом был _один_ пацан - последний;н;и;д;о;;;ANUM;ОДИН;A - nom sg plen m -;Н
9705;;пацан;ПАЦАН;S m anim nom sg;;;потом был один _пацан_ - последний самый;н;а;ц;а;п;;S;ПАЦАН;S m anim nom sg;Н
9706;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
9707;;последний;ПОСЛЕДНИЙ;A - nom sg plen m -;;;один пацан - _последний_ самый , который;й;и;н;д;е;л;A;ПОСЛЕДНИЙ;A - nom sg plen m -;Й
9708;;самый;САМЫЙ;APRO inan m sg nom;;;пацан - последний _самый_ , который …;й;ы;м;а;с;;A;САМЫЙ;A - nom sg plen m -;Й
9709;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9710;;который;КОТОРЫЙ;APRO - nom sg plen m -;;;последний самый , _который_ … ээ ну;й;ы;р;о;т;о;APRO;КОТОРЫЙ;A - nom sg plen m -;Й
9711;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
9712;;ээ;ЭЭ;INTJ;;;, который … _ээ_ ну , и;э;э;;;;;NONLEX;ЭЭ;NONLEX;Э
9713;;ну;НУ;PART;;;который … ээ _ну_ , и ;у;н;;;;;PART;НУ;PART;У
9714;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9715;;и;И;CONJ;;;ээ ну , _и_  начит ;и;;;;;;CONJ;И;CONJ;И
9716;"<distinct form=""";;;;;;;;;;;;;;;;
9717;<dist>;начит;;;;;;;;;;;;;;;
9718;""">";;;;;;;;;;;;;;;;
9719;;значит;ЗНАЧИТ;PARENTH;;; начит  _значит_  , я;т;и;ч;а;н;з;ADV;ЗНАЧИТ;ADV -;Т
9720;</distinct>;;;;;;;;;;;;;;;;
9721;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9722;;я;Я;SPRO sg 1p - nom;;;значит  , _я_ к нему сажусь;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9723;;к;К;PR;;; , я _к_ нему сажусь ,;к;;;;;;PR;К;PR;К
9724;;нему;ОН;SPRO sg 3p m dat;;;, я к _нему_ сажусь , он;у;м;е;н;;;SPRO;ОН;SPRO sg 3p m dat;Н
9725;;сажусь;САДИТЬСЯ;V ipf praes sg indic - 1p;;;я к нему _сажусь_ , он ;ь;с;у;ж;а;с;V;САДИТЬСЯ;V ipf praes sg indic - 1p;Я
9726;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9727;;он;ОН;SPRO sg 3p m nom;;;нему сажусь , _он_  гаит ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
9728;"<distinct form=""";;;;;;;;;;;;;;;;
9729;<dist>;гаит;;;;;;;;;;;;;;;
9730;""">";;;;;;;;;;;;;;;;
9731;;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;; гаит  _говорит_  : «;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p;Ь
9732;</distinct>;;;;;;;;;;;;;;;;
9733;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9734;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9735;;Как;КАК;ADVPRO;;; : « _Как_ тебя зовут ?;к;а;к;;;;ADV;КАК;ADV -;К
9736;;тебя;ТЫ;SPRO sg 2p - acc;;;: « Как _тебя_ зовут ? »;я;б;е;т;;;SPRO;ТЫ;SPRO sg 2p - acc;Ы
9737;;зовут;ЗВАТЬ;V ipf praes pl indic - 3p;;;« Как тебя _зовут_ ? » .;т;у;в;о;з;;V;ЗВАТЬ;V ipf praes pl indic - 3p;Ь
9738;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
9739;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9740;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
9741;;;;;;;;;;;;;;;;;
9742;# sent = 790;;;;;;;;;;;;;;;;
9743;;Я;Я;SPRO sg 1p - nom;;;.   _Я_ говорю : «;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9744;;говорю;ГОВОРИТЬ;V ipf praes sg indic - 1p;;;  Я _говорю_ : « Меня;ю;р;о;в;о;г;V;ГОВОРИТЬ;V ipf praes sg indic - 1p;Ь
9745;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9746;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9747;;Меня;Я;SPRO sg 1p - acc;;;говорю : « _Меня_ зовут Катя »;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;Я
9748;;зовут;ЗВАТЬ;V ipf praes pl indic - 3p;;;: « Меня _зовут_ Катя » ээ;т;у;в;о;з;;V;ЗВАТЬ;V ipf praes pl indic - 3p;Ь
9749;;Катя;КАТЯ;S persn f anim nom sg;;;« Меня зовут _Катя_ » ээ он;я;т;а;к;;;S;КАТЯ;S f anim nom sg;Я
9750;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9751;;ээ;ЭЭ;INTJ;;;зовут Катя » _ээ_ он  гаит;э;э;;;;;NONLEX;ЭЭ;NONLEX;Э
9752;;он;ОН;SPRO sg 3p m nom;;;Катя » ээ _он_  гаит ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
9753;"<distinct form=""";;;;;;;;;;;;;;;;
9754;<dist>;гаит;;;;;;;;;;;;;;;
9755;""">";;;;;;;;;;;;;;;;
9756;;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;; гаит  _говорит_  : «;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p;Ь
9757;</distinct>;;;;;;;;;;;;;;;;
9758;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9759;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9760;;Кто;КТО;SPRO m - nom sg;;; : « _Кто_ ты по знаку;о;т;к;;;;S;КТО;S m - nom sg;О
9761;;ты;ТЫ;SPRO sg 2p - nom;;;: « Кто _ты_ по знаку зодиака;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom;Ы
9762;;по;ПО;PR;;;« Кто ты _по_ знаку зодиака ?;о;п;;;;;PR;ПО;PR;О
9763;;знаку;ЗНАК;S m inan dat sg;;;Кто ты по _знаку_ зодиака ? »;у;к;а;н;з;;S;ЗНАК;S m inan dat sg;К
9764;;зодиака;ЗОДИАК;S m inan gen sg;;;ты по знаку _зодиака_ ? » ;а;к;а;и;д;о;S;ЗОДИАК;S m inan gen sg;К
9765;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
9766;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9767;;;;;;;;;;;;;;;;;
9768;# sent = 791;;;;;;;;;;;;;;;;
9769;;Я;Я;SPRO sg 1p - nom;;;»   _Я_ говорю : «;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9770;;говорю;ГОВОРИТЬ;V ipf praes sg indic - 1p;;;  Я _говорю_ : « Скорпион;ю;р;о;в;о;г;V;ГОВОРИТЬ;V ipf praes sg indic - 1p;Ь
9771;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9772;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9773;;Скорпион;СКОРПИОН;S m anim nom sg;;;говорю : « _Скорпион_ » , Он;н;о;и;п;р;о;S;СКОРПИОН;S m anim nom sg;Н
9774;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9775;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9776;;Он;ОН;SPRO sg 3p m nom;;;Скорпион » , _Он_  гаит ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
9777;"<distinct form=""";;;;;;;;;;;;;;;;
9778;<dist>;гаит;;;;;;;;;;;;;;;
9779;""">";;;;;;;;;;;;;;;;
9780;;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;; гаит  _говорит_  : «;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p;Ь
9781;</distinct>;;;;;;;;;;;;;;;;
9782;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9783;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9784;;Слушай;СЛУШАТЬ;V ipf - sg imper - 2p;;; : « _Слушай_ , я стрелец;й;а;ш;у;л;с;V;СЛУШАТЬ;V ipf - sg imper - 2p;Ь
9785;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9786;;я;Я;SPRO sg 1p - nom;;;« Слушай , _я_ стрелец . ;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9787;;стрелец;СТРЕЛЕЦ;S m anim nom sg;;;Слушай , я _стрелец_ .  сс;ц;е;л;е;р;т;S;СТРЕЛЕЦ;S m anim nom sg;Ц
9788;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
9789;<noindex>[нрзб]</noindex>;;;;;;;;;;;;;;;;
9790;;сс;СС;NONLEX;;;стрелец .  _сс_ Ой , прости;с;с;;;;;NONLEX;СС;NONLEX;С
9791;;Ой;ОЙ;INTJ;;;.  сс _Ой_ , прости .;й;о;;;;;INTJ;ОЙ;INTJ;Й
9792;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9793;;прости;ПРОСТИТЬ;V pf - sg imper - 2p;;;сс Ой , _прости_ . » ;и;т;с;о;р;п;V;ПРОСТИТЬ;V pf - sg imper - 2p;Ь
9794;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
9795;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9796;;;;;;;;;;;;;;;;;
9797;# sent = 792;;;;;;;;;;;;;;;;
9798;;Я;Я;SPRO sg 1p - nom;;;»   _Я_ говорю : «;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9799;;говорю;ГОВОРИТЬ;V ipf praes sg indic - 1p;;;  Я _говорю_ : « Чтоо;ю;р;о;в;о;г;V;ГОВОРИТЬ;V ipf praes sg indic - 1p;Ь
9800;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9801;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9802;;Чтоо;ЧТО;PART;distort;;говорю : « _Чтоо_ , нельзя нам;о;о;т;ч;;;PART;ЧТОО;S n - nonflex -;О
9803;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9804;;нельзя;НЕЛЬЗЯ;PRAEDIC;;;« Чтоо , _нельзя_ нам общаться ?;я;з;ь;л;е;н;PRAEDIC;НЕЛЬЗЯ;ADV -;Я
9805;;нам;МЫ;SPRO pl 1p - dat;;;Чтоо , нельзя _нам_ общаться ? »;м;а;н;;;;SPRO;МЫ;SPRO pl 1p - dat;Ы
9806;;общаться;ОБЩАТЬСЯ;V ipf - - inf - -;;;, нельзя нам _общаться_ ? » ;я;с;ь;т;а;щ;V;ОБЩАТЬСЯ;V ipf - - inf - -;Я
9807;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
9808;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9809;;;;;;;;;;;;;;;;;
9810;# sent = 793;;;;;;;;;;;;;;;;
9811;;Он;ОН;SPRO sg 3p m nom;;;»   _Он_  гаит ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
9812;"<distinct form=""";;;;;;;;;;;;;;;;
9813;<dist>;гаит;;;;;;;;;;;;;;;
9814;""">";;;;;;;;;;;;;;;;
9815;;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;; гаит  _говорит_  : «;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p;Ь
9816;</distinct>;;;;;;;;;;;;;;;;
9817;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9818;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9819;;Ну;НУ;PART;;; : « _Ну_ , просто я;у;н;;;;;PART;НУ;PART;У
9820;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9821;;просто;ПРОСТО;PART;;;« Ну , _просто_ я шарю в;о;т;с;о;р;п;PART;ПРОСТО;PART;О
9822;;я;Я;SPRO sg 1p - nom;;;Ну , просто _я_ шарю в астрологии;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9823;;шарю;ШАРИТЬ;V ipf praes sg indic - 1p;;;, просто я _шарю_ в астрологии ,;ю;р;а;ш;;;V;ШАРИТЬ;V ipf praes sg indic - 1p;Ь
9824;;в;В;PR;;;просто я шарю _в_ астрологии , и;в;;;;;;PR;В;PR;В
9825;;астрологии;АСТРОЛОГИЯ;S f inan loc sg;;;я шарю в _астрологии_ , и скорпионы;и;и;г;о;л;о;S;АСТРОЛОГИЯ;S f inan dat sg;Я
9826;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9827;;и;И;CONJ;;;в астрологии , _и_ скорпионы со стрельцами;и;;;;;;CONJ;И;CONJ;И
9828;;скорпионы;СКОРПИОН;S m anim nom pl;;;астрологии , и _скорпионы_ со стрельцами ;ы;н;о;и;п;р;S;СКОРПИОН;S m anim nom pl;Н
9829;;со;СО;PR;;;, и скорпионы _со_ стрельцами  вапщее;о;с;;;;;PR;СО;PR;О
9830;;стрельцами;СТРЕЛЕЦ;S m anim ins pl;;;и скорпионы со _стрельцами_  вапщее ;и;м;а;ц;ь;л;S;СТРЕЛЕЦ;S f inan acc sg;Ц
9831;"<distinct form=""";;;;;;;;;;;;;;;;
9832;<dist>;вапщее;;;;;;;;;;;;;;;
9833;""">";;;;;;;;;;;;;;;;
9834;;вообще;ВООБЩЕ;PARENTH;;; вапщее  _вообще_  никак не;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
9835;</distinct>;;;;;;;;;;;;;;;;
9836;;никак;НИКАК;ADVPRO;;; вообще  _никак_ не могут связаться;к;а;к;и;н;;ADV;НИКАК;ADV -;К
9837;;не;НЕ;PART;;;вообще  никак _не_ могут связаться ,;е;н;;;;;PART;НЕ;PART;Е
9838;;могут;МОЧЬ;V ipf praes pl indic - 3p;;; никак не _могут_ связаться , п;т;у;г;о;м;;V;МОЧЬ;V ipf praes pl indic - 3p;Ь
9839;;связаться;СВЯЗАТЬСЯ;V pf - - inf - -;;;никак не могут _связаться_ , п …;я;с;ь;т;а;з;V;СВЯЗАТЬСЯ;V pf - - inf - -;Я
9840;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9841;;п;П;NONLEX;;;могут связаться , _п_ … понимаешь ,;п;;;;;;NONLEX;П;S m inan nonflex -;П
9842;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
9843;;понимаешь;ПОНИМАТЬ;V ipf praes sg indic - 2p;;;, п … _понимаешь_ , прости …;ь;ш;е;а;м;и;V;ПОНИМАТЬ;V ipf praes sg indic - 2p;Ь
9844;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9845;;прости;ПРОСТИТЬ;V pf - sg imper - 2p;;;… понимаешь , _прости_ … » ;и;т;с;о;р;п;V;ПРОСТИТЬ;V pf - sg imper - 2p;Ь
9846;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
9847;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9848;;;;;;;;;;;;;;;;;
9849;# sent = 794;;;;;;;;;;;;;;;;
9850;;Я;Я;SPRO sg 1p - nom;;;»   _Я_ говорю : «;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9851;;говорю;ГОВОРИТЬ;V ipf praes sg indic - 1p;;;  Я _говорю_ : « Дааа;ю;р;о;в;о;г;V;ГОВОРИТЬ;V ipf praes sg indic - 1p;Ь
9852;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9853;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9854;;Дааа;ДА;PART;;;говорю : « _Дааа_ ээ  ниче;а;а;а;д;;;PART;ДААА;S m inan nonflex -;А
9855;;ээ;Э;INTJ;;;: « Дааа _ээ_  ниче ;э;э;;;;;NONLEX;ЭЭ;NONLEX;Э
9856;"<distinct form=""";;;;;;;;;;;;;;;;
9857;<dist>;ниче;;;;;;;;;;;;;;;
9858;""">";;;;;;;;;;;;;;;;
9859;;ничего;НИЧТО;SPRO n inan gen sg;;; ниче  _ничего_  страшного .;о;г;е;ч;и;н;SPRO;НИЧТО;S n - gen sg;О
9860;</distinct>;;;;;;;;;;;;;;;;
9861;;страшного;СТРАШНЫЙ;A - gen sg plen n -;;; ничего  _страшного_ .  ;о;г;о;н;ш;а;A;СТРАШНЫЙ;A - gen sg plen n -;Й
9862;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
9863;;;;;;;;;;;;;;;;;
9864;# sent = 795;;;;;;;;;;;;;;;;
9865;;Ну;НУ;PART;;;.   _Ну_ , типа ...;у;н;;;;;PART;НУ;PART;У
9866;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9867;;типа;ТИПА;PART;;; Ну , _типа_ ... а ты;а;п;и;т;;;PART;ТИПА;PART;А
9868;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
9869;;а;А;CONJ;;;, типа ... _а_ ты где учишься;а;;;;;;CONJ;А;CONJ;А
9870;;ты;ТЫ;SPRO sg 2p - nom;;;типа ... а _ты_ где учишься ?;ы;т;;;;;SPRO;ТЫ;SPRO sg 2p - nom;Ы
9871;;где;ГДЕ;ADVPRO;;;... а ты _где_ учишься ? ;е;д;г;;;;ADV;ГДЕ;ADV -;Е
9872;;учишься;УЧИТЬСЯ;V ipf praes sg indic - 2p;;;а ты где _учишься_ ?  ;я;с;ь;ш;и;ч;V;УЧИТЬСЯ;V ipf praes sg indic - 2p;Я
9873;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
9874;;;;;;;;;;;;;;;;;
9875;# sent = 796;;;;;;;;;;;;;;;;
9876;;На;НА;PR;;;?   _На_ каком факультете ?;а;н;;;;;PR;НА;PR;А
9877;;каком;КАКОЙ;APRO - loc sg plen m -;;;  На _каком_ факультете ? »;м;о;к;а;к;;APRO;КАКОЙ;A - loc sg plen m -;Й
9878;;факультете;ФАКУЛЬТЕТ;S m inan loc sg;;; На каком _факультете_ ? » ;е;т;е;т;ь;л;S;ФАКУЛЬТЕТ;S m inan loc sg;Т
9879;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
9880;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9881;;;;;;;;;;;;;;;;;
9882;# sent = 797;;;;;;;;;;;;;;;;
9883;;Он;ОН;SPRO sg 3p m nom;;;»   _Он_ говорит : «;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
9884;;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;;  Он _говорит_ : « ;т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p;Ь
9885;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
9886;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
9887;"<distinct form=""";;;;;;;;;;;;;;;;
9888;<dist>;вапще;;;;;;;;;;;;;;;
9889;""">";;;;;;;;;;;;;;;;
9890;;Вообще;ВООБЩЕ;PARENTH;;; вапще  _Вообще_  , я;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
9891;</distinct>;;;;;;;;;;;;;;;;
9892;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9893;;я;Я;SPRO sg 1p - nom;;;Вообще  , _я_ не из Вышки;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9894;;не;НЕ;PART;;; , я _не_ из Вышки ,;е;н;;;;;PART;НЕ;PART;Е
9895;;из;ИЗ;PR;;;, я не _из_ Вышки , я;з;и;;;;;PR;ИЗ;PR;З
9896;;Вышки;ВЫШКА;S persn f inan gen sg;;;я не из _Вышки_ , я из;и;к;ш;ы;в;;S;ВЫШКА;S f inan acc sg;А
9897;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9898;;я;Я;SPRO sg 1p - nom;;;из Вышки , _я_ из  рудээн;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9899;;из;ИЗ;PR;;;Вышки , я _из_  рудээн ;з;и;;;;;PR;ИЗ;PR;З
9900;"<distinct form=""";;;;;;;;;;;;;;;;
9901;<dist>;рудээн;;;;;;;;;;;;;;;
9902;""">";;;;;;;;;;;;;;;;
9903;;РУДН;РУДН;S m inan gen sg;;; рудээн  _РУДН_  , с;н;д;у;р;;;S;РУДН;S f inan nom sg;Н
9904;</distinct>;;;;;;;;;;;;;;;;
9905;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9906;;с;С;PR;;;РУДН  , _с_ истории искусств …;с;;;;;;PR;С;PR;С
9907;;истории;ИСТОРИЯ;S f inan gen sg;;; , с _истории_ искусств … ;и;и;р;о;т;с;S;ИСТОРИЯ;S f inan loc sg;Я
9908;;искусств;ИСКУССТВО;S n inan gen pl;;;, с истории _искусств_ …  ;в;т;с;с;у;к;S;ИСКУССТВО;S n inan gen pl;О
9909;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
9910;;;;;;;;;;;;;;;;;
9911;# sent = 798;;;;;;;;;;;;;;;;
9912;;Ааа;А;INTJ;;;…   _Ааа_ хочешь , я;а;а;а;;;;INTJ;ААА;S m inan nonflex -;А
9913;;хочешь;ХОТЕТЬ;V ipf praes sg indic - 2p;;;  Ааа _хочешь_ , я могу;ь;ш;е;ч;о;х;V;ХОТЕТЬ;V ipf praes sg indic - 2p;Ь
9914;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9915;;я;Я;SPRO sg 1p - nom;;;Ааа хочешь , _я_ могу тебе предсказать;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
9916;;могу;МОЧЬ;V ipf praes sg indic - 1p;;;хочешь , я _могу_ тебе предсказать твою;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p;Ь
9917;;тебе;ТЫ;SPRO sg 2p - dat;;;, я могу _тебе_ предсказать твою судьбу;е;б;е;т;;;SPRO;ТЫ;SPRO sg 2p - dat;Ы
9918;;предсказать;ПРЕДСКАЗАТЬ;V pf - - inf - -;;;я могу тебе _предсказать_ твою судьбу ?;ь;т;а;з;а;к;V;ПРЕДСКАЗАТЬ;V pf - - inf - -;Ь
9919;;твою;ТВОЙ;APRO - acc sg plen f -;;;могу тебе предсказать _твою_ судьбу ? »;ю;о;в;т;;;APRO;ТВОЙ;A - acc sg plen f -;Й
9920;;судьбу;СУДЬБА;S f inan acc sg;;;тебе предсказать твою _судьбу_ ? » ;у;б;ь;д;у;с;S;СУДЬБА;S f inan acc sg;А
9921;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
9922;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
9923;;;;;;;;;;;;;;;;;
9924;# sent = 799;;;;;;;;;;;;;;;;
9925;# speaker = Катя;;;;;;;;;;;;;;;;
9926;# sent = 800;;;;;;;;;;;;;;;;
9927;;Начал;НАЧАТЬ;V pf praet sg indic m 3p;;;   _Начал_ что-то мне ;л;а;ч;а;н;;S;НАЧАЛО;S n inan gen pl;Ь
9928;;что-то;ЧТО-ТО;SPRO n inan acc sg;;;  Начал _что-то_ мне  гааить;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
9929;;мне;Я;SPRO sg 1p - dat;;; Начал что-то _мне_  гааить ;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
9930;"<distinct form=""";;;;;;;;;;;;;;;;
9931;<dist>;гааить;;;;;;;;;;;;;;;
9932;""">";;;;;;;;;;;;;;;;
9933;;говорить;ГОВОРИТЬ;V ipf - - inf - -;;; гааить  _говорить_  про мою;ь;т;и;р;о;в;V;ГОВОРИТЬ;V ipf - - inf - -;Ь
9934;</distinct>;;;;;;;;;;;;;;;;
9935;;про;ПРО;PR;;; говорить  _про_ мою судьбу ,;о;р;п;;;;PR;ПРО;PR;О
9936;;мою;МОЙ;APRO - acc sg plen f -;;;говорить  про _мою_ судьбу , потом;ю;о;м;;;;APRO;МОЙ;A - acc sg plen f -;Й
9937;;судьбу;СУДЬБА;S f inan acc sg;;; про мою _судьбу_ , потом мы;у;б;ь;д;у;с;S;СУДЬБА;S f inan acc sg;А
9938;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
9939;;потом;ПОТОМ;ADVPRO;;;мою судьбу , _потом_ мы переключились на;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
9940;;мы;МЫ;SPRO pl 1p - nom;;;судьбу , потом _мы_ переключились на другую;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
9941;;переключились;ПЕРЕКЛЮЧИТЬСЯ;V pf praet pl indic - -;;;, потом мы _переключились_ на другую тему;ь;с;и;л;и;ч;V;ПЕРЕКЛЮЧИТЬСЯ;V pf praet pl indic - -;Я
9942;;на;НА;PR;;;потом мы переключились _на_ другую тему ,;а;н;;;;;PR;НА;PR;А
